Id;Marker;Active;X;Y;Z
0;1;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
1;0;1;2.9397252983305099e-02;8.3374999999999935e-02;0.0000000000000000e+00
2;8;1;0.0000000000000000e+00;8.3374999999999935e-02;0.0000000000000000e+00
3;5;1;8.3374999999999977e-02;0.0000000000000000e+00;0.0000000000000000e+00
4;0;1;8.3374999999999977e-02;2.9397252983304999e-02;0.0000000000000000e+00
5;0;1;1.8681823167249856e-01;7.8953664983292565e-02;0.0000000000000000e+00
6;0;1;1.7482864007262008e-01;1.7159125277405701e-01;0.0000000000000000e+00
7;0;1;7.9872288234002026e-02;1.8873575059503270e-01;0.0000000000000000e+00
8;5;1;2.5002499999999994e-01;0.0000000000000000e+00;0.0000000000000000e+00
9;0;1;2.5002499999999994e-01;3.8644352544913892e-02;0.0000000000000000e+00
10;0;1;3.2441046667826401e-01;2.0110915788640479e-01;0.0000000000000000e+00
11;0;1;2.3482868713193289e-01;2.2887414313284241e-01;0.0000000000000000e+00
12;0;1;3.3475579682860318e-01;9.2874190066124740e-02;0.0000000000000000e+00
13;5;1;4.1667499999999996e-01;0.0000000000000000e+00;0.0000000000000000e+00
14;0;1;4.1667499999999996e-01;4.9265503308448158e-02;0.0000000000000000e+00
15;0;1;5.0273677235457703e-01;1.0180592760698483e-01;0.0000000000000000e+00
16;0;1;3.9004118569848467e-01;2.4668628502956025e-01;0.0000000000000000e+00
17;0;1;4.9877661551281399e-01;1.8667671973352620e-01;0.0000000000000000e+00
18;5;1;5.8332500000000009e-01;-6.7762635780344027e-21;0.0000000000000000e+00
19;0;1;5.8332500000000009e-01;5.4764881807945365e-02;0.0000000000000000e+00
20;5;1;7.4997500000000006e-01;0.0000000000000000e+00;0.0000000000000000e+00
21;0;1;7.4997500000000006e-01;3.8644352544913892e-02;0.0000000000000000e+00
22;0;1;6.6293991969782518e-01;9.4348989348696982e-02;0.0000000000000000e+00
23;0;1;6.7956588462747969e-01;2.0643862880885008e-01;0.0000000000000000e+00
24;0;1;5.9195398313583680e-01;2.6173056417678842e-01;0.0000000000000000e+00
25;5;1;9.1662500000000002e-01;0.0000000000000000e+00;0.0000000000000000e+00
26;0;1;9.1662500000000002e-01;2.9397252983304947e-02;0.0000000000000000e+00
