Id;Num2DNeighbours;2DNeighbours;Num3DNeighbours;3DNeighbours
0;2;7;0;0
1;2;0;4294967295;0
2;2;4294967295;0;0
3;2;1;0;0
4;2;0;4;0
5;2;1;4;0
6;2;4294967295;1;0
7;2;2;1;0
8;2;1;5;0
9;2;3;2;0
10;2;6;2;0
11;2;2;5;0
12;2;4294967295;2;0
13;2;4294967295;3;0
14;2;9;3;0
15;2;3;6;0
16;2;4294967295;3;0
17;2;5;4;0
18;2;4;8;0
19;2;4;7;0
20;2;5;8;0
21;2;6;5;0
22;2;5;11;0
23;2;12;6;0
24;2;6;11;0
25;2;9;6;0
26;2;8;7;0
27;2;7;10;0
28;2;7;4294967295;0
29;2;11;8;0
30;2;8;14;0
31;2;8;10;0
32;2;4294967295;9;0
33;2;13;9;0
34;2;9;12;0
35;2;10;4294967295;0
36;2;14;10;0
37;2;10;17;0
38;2;15;11;0
39;2;11;14;0
40;2;12;11;0
41;2;13;12;0
42;2;16;12;0
43;2;12;15;0
44;2;4294967295;13;0
45;2;20;13;0
46;2;13;16;0
47;2;15;14;0
48;2;18;14;0
49;2;14;17;0
50;2;19;15;0
51;2;15;18;0
52;2;16;15;0
53;2;20;16;0
54;2;16;19;0
55;2;4294967295;17;0
56;2;17;4294967295;0
57;2;18;17;0
58;2;19;18;0
59;2;18;4294967295;0
60;2;20;19;0
61;2;19;4294967295;0
62;2;20;4294967295;0
63;2;4294967295;20;0
