Id;Marker;Active;Origin;End
0;0;1;1;2
1;8;1;0;2
2;5;1;0;3
3;0;1;3;4
4;0;1;1;4
5;0;1;4;5
6;5;1;3;6
7;0;1;6;7
8;0;1;5;7
9;0;1;8;9
10;0;1;9;10
11;0;1;7;10
12;5;1;6;8
13;6;1;11;12
14;0;1;12;13
15;0;1;9;13
16;5;1;8;11
17;0;1;5;15
18;0;1;14;15
19;0;1;1;14
20;0;1;15;16
21;0;1;10;17
22;0;1;16;17
23;0;1;18;19
24;0;1;17;19
25;0;1;13;18
26;0;1;14;21
27;0;1;20;21
28;8;1;2;20
29;0;1;16;23
30;0;1;22;23
31;0;1;21;22
32;6;1;12;24
33;0;1;24;25
34;0;1;18;25
35;8;1;20;26
36;0;1;22;27
37;0;1;26;27
38;0;1;28;29
39;0;1;23;29
40;0;1;19;28
41;0;1;25;30
42;0;1;30;31
43;0;1;28;31
44;6;1;24;32
45;0;1;32;33
46;0;1;30;33
47;0;1;29;34
48;0;1;34;35
49;0;1;27;35
50;0;1;36;37
51;0;1;34;37
52;0;1;31;36
53;0;1;33;38
54;0;1;36;38
55;7;1;39;40
56;8;1;26;40
57;0;1;35;39
58;0;1;37;41
59;7;1;39;41
60;0;1;38;42
61;7;1;41;42
62;7;1;42;43
63;6;1;32;43
