Id;Marker;Active;Origin;End
0;0;1;1;0
1;0;1;1;2
2;0;1;2;3
3;0;1;4;3
4;0;1;5;4
5;0;1;5;6
6;0;1;0;6
7;0;1;7;8
8;0;1;8;9
9;0;1;10;9
10;0;1;11;10
11;0;1;12;11
12;0;1;13;12
13;0;1;13;7
14;0;1;14;15
15;0;1;15;16
16;0;1;16;17
17;0;1;17;18
18;0;1;19;18
19;0;1;20;19
20;0;1;14;20
21;0;1;21;22
22;0;1;22;23
23;0;1;23;24
24;0;1;25;24
25;0;1;26;25
26;0;1;27;26
27;0;1;21;27
28;0;1;29;28
29;0;1;30;29
30;0;1;30;31
31;0;1;31;32
32;0;1;33;32
33;0;1;33;34
34;0;1;28;34
35;0;1;35;36
36;0;1;36;37
37;0;1;37;38
38;0;1;39;38
39;0;1;40;39
40;0;1;41;40
41;0;1;41;35
42;0;1;42;43
43;0;1;43;44
44;0;1;44;45
45;0;1;46;45
46;0;1;47;46
47;0;1;47;48
48;0;1;48;42
49;0;1;49;50
50;0;1;51;50
51;0;1;52;51
52;0;1;53;52
53;0;1;53;54
54;0;1;54;55
55;0;1;49;55
56;0;1;56;57
57;0;1;58;57
58;0;1;58;59
59;0;1;59;60
60;0;1;61;60
61;0;1;61;62
62;0;1;56;62
63;0;1;63;64
64;0;1;65;64
65;0;1;66;65
66;0;1;66;67
67;0;1;67;68
68;0;1;68;69
69;0;1;63;69
70;0;1;70;71
71;0;1;71;72
72;0;1;72;73
73;0;1;74;73
74;0;1;75;74
75;0;1;76;75
76;0;1;70;76
77;0;1;78;77
78;0;1;79;78
79;0;1;80;79
80;0;1;81;80
81;0;1;81;82
82;0;1;83;82
83;0;1;83;77
84;0;1;84;85
85;0;1;85;86
86;0;1;87;86
87;0;1;88;87
88;0;1;88;89
89;0;1;89;90
90;0;1;90;84
91;0;1;92;91
92;0;1;92;93
93;0;1;94;93
94;0;1;94;95
95;0;1;96;95
96;0;1;97;96
97;0;1;97;91
98;0;1;98;99
99;0;1;99;100
100;0;1;100;101
101;0;1;102;101
102;0;1;103;102
103;0;1;104;103
104;0;1;98;104
105;0;1;105;106
106;0;1;107;106
107;0;1;107;108
108;0;1;109;108
109;0;1;110;109
110;0;1;110;111
111;0;1;111;105
112;0;1;112;113
113;0;1;113;114
114;0;1;114;115
115;0;1;116;115
116;0;1;117;116
117;0;1;118;117
118;0;1;118;112
119;0;1;120;119
120;0;1;120;121
121;0;1;121;122
122;0;1;122;123
123;0;1;123;124
124;0;1;125;124
125;0;1;119;125
126;0;1;127;126
127;0;1;128;127
128;0;1;128;129
129;0;1;129;130
130;0;1;131;130
131;0;1;131;132
132;0;1;132;126
133;0;1;134;133
134;0;1;135;134
135;0;1;135;136
136;0;1;136;137
137;0;1;138;137
138;0;1;138;139
139;0;1;133;139
140;0;1;141;140
141;0;1;142;141
142;0;1;142;143
143;0;1;143;144
144;0;1;144;145
145;0;1;146;145
146;0;1;140;146
147;0;1;148;147
148;0;1;149;148
149;0;1;150;149
150;0;1;150;151
151;0;1;152;151
152;0;1;153;152
153;0;1;153;147
154;0;1;155;154
155;0;1;155;156
156;0;1;157;156
157;0;1;158;157
158;0;1;159;158
159;0;1;159;160
160;0;1;160;154
161;0;1;162;161
162;0;1;163;162
163;0;1;163;164
164;0;1;165;164
165;0;1;165;166
166;0;1;166;167
167;0;1;161;167
168;0;1;169;168
169;0;1;170;169
170;0;1;170;171
171;0;1;171;172
172;0;1;172;173
173;0;1;174;173
174;0;1;168;174
175;0;1;176;175
176;0;1;177;176
177;0;1;178;177
178;0;1;178;179
179;0;1;179;180
180;0;1;180;181
181;0;1;175;181
182;0;1;183;182
183;0;1;184;183
184;0;1;185;184
185;0;1;185;186
186;0;1;186;187
187;0;1;188;187
188;0;1;182;188
189;0;1;189;190
190;0;1;191;190
191;0;1;192;191
192;0;1;193;192
193;0;1;193;194
194;0;1;194;195
195;0;1;189;195
196;0;1;196;197
197;0;1;197;198
198;0;1;199;198
199;0;1;200;199
200;0;1;200;201
201;0;1;201;202
202;0;1;202;196
203;0;1;203;204
