Id;Marker;Active;Origin;End
0;0;1;1;3
1;0;1;3;4
2;0;1;2;4
3;8;1;0;2
4;5;1;0;1
5;0;1;5;6
6;0;1;6;7
7;0;1;3;7
8;5;1;1;5
9;0;1;8;9
10;0;1;9;10
11;0;1;6;10
12;5;1;5;8
13;0;1;11;14
14;8;1;13;14
15;0;1;12;13
16;0;1;12;15
17;0;1;11;15
18;8;1;2;13
19;0;1;4;16
20;0;1;12;16
21;0;1;17;18
22;0;1;7;18
23;0;1;10;19
24;0;1;17;19
25;0;1;17;20
26;0;1;15;20
27;0;1;16;18
28;0;1;20;21
29;0;1;19;22
30;0;1;22;24
31;0;1;23;24
32;0;1;21;23
33;0;1;25;26
34;0;1;26;27
35;0;1;9;27
36;5;1;8;25
37;0;1;28;29
38;0;1;29;30
39;0;1;26;30
40;5;1;25;28
41;0;1;22;31
42;0;1;27;31
43;0;1;30;33
44;0;1;32;33
45;0;1;31;32
46;0;1;32;35
47;0;1;34;35
48;0;1;24;34
49;0;1;36;38
50;0;1;35;38
51;0;1;33;37
52;0;1;36;37
53;0;1;39;40
54;0;1;40;41
55;0;1;29;41
56;5;1;28;39
57;5;1;39;43
58;0;1;43;44
59;0;1;42;44
60;0;1;40;42
61;0;1;37;45
62;0;1;41;45
63;0;1;42;47
64;0;1;46;47
65;0;1;45;46
66;0;1;48;49
67;0;1;49;50
68;0;1;47;50
69;0;1;44;48
70;0;1;46;52
71;0;1;51;52
72;0;1;36;51
73;0;1;53;54
74;0;1;52;54
75;0;1;50;53
76;0;1;55;56
77;0;1;48;56
78;5;1;43;55
79;5;1;55;58
80;0;1;58;59
81;0;1;57;59
82;0;1;56;57
83;0;1;57;60
84;0;1;60;61
85;0;1;49;61
86;0;1;62;64
87;0;1;63;64
88;0;1;60;63
89;0;1;59;62
90;0;1;61;66
91;0;1;65;66
92;0;1;53;65
93;0;1;63;68
94;0;1;67;68
95;0;1;66;67
96;0;1;69;70
97;0;1;62;70
98;5;1;58;69
99;5;1;69;72
100;0;1;72;73
101;0;1;71;73
102;0;1;70;71
103;0;1;71;74
104;0;1;74;75
105;0;1;64;75
106;0;1;74;76
107;0;1;73;77
108;0;1;77;78
109;0;1;76;78
110;0;1;75;79
111;0;1;79;80
112;0;1;68;80
113;0;1;76;82
114;0;1;81;82
115;0;1;79;81
116;6;1;84;85
117;0;1;85;86
118;0;1;86;87
119;0;1;83;87
120;5;1;83;84
121;0;1;88;89
122;0;1;77;89
123;5;1;72;88
124;0;1;87;90
125;0;1;89;90
126;5;1;83;88
127;6;1;85;91
128;0;1;91;93
129;0;1;92;93
130;0;1;86;92
131;6;1;91;94
132;0;1;94;95
133;0;1;95;96
134;0;1;93;96
135;0;1;97;98
136;0;1;78;98
137;0;1;90;97
138;0;1;96;99
139;0;1;98;99
140;0;1;92;97
141;0;1;99;100
142;0;1;100;101
143;0;1;82;101
144;0;1;103;104
145;0;1;104;106
146;0;1;105;106
147;8;1;102;105
148;0;1;102;103
149;0;1;103;107
150;8;1;14;102
151;0;1;11;107
152;0;1;107;109
153;0;1;109;110
154;0;1;108;110
155;0;1;104;108
156;0;1;21;109
157;0;1;110;112
158;0;1;111;112
159;0;1;111;113
160;0;1;113;114
161;0;1;108;114
162;0;1;112;115
163;0;1;23;115
164;0;1;116;118
165;0;1;117;118
166;0;1;34;117
167;0;1;38;116
168;0;1;118;119
169;0;1;119;120
170;0;1;111;120
171;0;1;115;117
172;0;1;120;121
173;0;1;119;123
174;0;1;122;123
175;0;1;121;122
176;0;1;116;125
177;0;1;124;125
178;0;1;123;124
179;0;1;125;126
180;0;1;51;126
181;0;1;54;128
182;0;1;127;128
183;0;1;126;127
184;0;1;127;129
185;0;1;129;130
186;0;1;124;130
187;0;1;129;131
188;0;1;128;132
189;0;1;132;133
190;0;1;131;133
191;0;1;131;135
192;0;1;135;136
193;0;1;134;136
194;0;1;130;134
195;0;1;137;138
196;0;1;138;139
197;0;1;135;139
198;0;1;133;137
199;0;1;65;140
200;0;1;132;140
201;0;1;67;141
202;0;1;141;142
203;0;1;140;142
204;0;1;80;144
205;0;1;143;144
206;0;1;141;143
207;0;1;142;145
208;0;1;137;145
209;0;1;143;146
210;0;1;146;147
211;0;1;145;147
212;0;1;147;149
213;0;1;148;149
214;0;1;138;148
215;0;1;150;151
216;0;1;151;152
217;0;1;144;152
218;0;1;81;150
219;0;1;150;154
220;0;1;154;155
221;0;1;153;155
222;0;1;153;156
223;0;1;151;156
224;0;1;101;154
225;0;1;146;157
226;0;1;152;157
227;0;1;158;159
228;0;1;157;159
229;0;1;156;158
230;6;1;94;160
231;0;1;160;161
232;0;1;161;162
233;0;1;95;162
234;6;1;160;163
235;0;1;163;164
236;0;1;164;165
237;0;1;161;165
238;0;1;162;166
239;0;1;100;166
240;0;1;166;167
241;0;1;165;168
242;0;1;167;168
243;0;1;155;167
244;0;1;168;169
245;0;1;169;170
246;0;1;153;170
247;0;1;172;174
248;0;1;174;175
249;0;1;173;175
250;8;1;171;173
251;0;1;171;172
252;0;1;172;176
253;8;1;105;171
254;0;1;106;176
255;0;1;176;178
256;0;1;178;179
257;0;1;177;179
258;0;1;174;177
259;0;1;114;178
260;0;1;179;180
261;0;1;180;183
262;0;1;182;183
263;0;1;181;182
264;0;1;177;181
265;0;1;180;184
266;0;1;113;184
267;0;1;184;185
268;0;1;185;186
269;0;1;186;187
270;0;1;183;187
271;0;1;121;185
272;0;1;186;188
273;0;1;188;191
274;0;1;189;191
275;0;1;189;190
276;0;1;187;190
277;0;1;122;192
278;0;1;188;192
279;0;1;193;194
280;0;1;194;195
281;0;1;195;196
282;0;1;189;196
283;0;1;191;193
284;0;1;197;198
285;0;1;193;198
286;0;1;192;197
287;0;1;134;197
288;0;1;139;200
289;0;1;199;200
290;0;1;199;201
291;0;1;136;201
292;0;1;194;202
293;0;1;198;201
294;0;1;199;203
295;0;1;202;203
296;0;1;203;205
297;0;1;205;206
298;0;1;204;206
299;0;1;202;204
300;0;1;200;207
301;0;1;207;208
302;0;1;205;208
303;0;1;159;210
304;0;1;209;210
305;0;1;149;209
306;0;1;210;214
307;0;1;212;214
308;0;1;211;212
309;0;1;211;213
310;0;1;209;213
311;0;1;212;217
312;0;1;217;218
313;0;1;215;218
314;0;1;215;216
315;0;1;211;216
316;0;1;208;219
317;0;1;207;220
318;0;1;213;220
319;0;1;216;219
320;0;1;148;220
321;0;1;219;221
322;0;1;206;221
323;0;1;158;222
324;0;1;170;223
325;0;1;222;223
326;0;1;223;226
327;0;1;225;226
328;0;1;225;227
329;0;1;224;227
330;0;1;222;224
331;0;1;214;224
332;0;1;227;228
333;0;1;217;228
334;6;1;163;229
335;0;1;229;230
336;0;1;230;231
337;0;1;164;231
338;6;1;229;233
339;0;1;233;234
340;0;1;232;234
341;0;1;230;232
342;0;1;231;235
343;0;1;169;235
344;0;1;232;236
345;0;1;236;237
346;0;1;235;237
347;0;1;236;238
348;0;1;234;239
349;0;1;239;240
350;0;1;238;240
351;0;1;226;237
352;0;1;238;241
353;0;1;225;241
354;0;1;243;246
355;8;1;242;246
356;0;1;242;244
357;0;1;244;245
358;0;1;243;245
359;0;1;244;247
360;8;1;173;242
361;0;1;175;247
362;0;1;248;249
363;0;1;249;251
364;0;1;250;251
365;0;1;243;250
366;0;1;245;248
367;0;1;247;252
368;0;1;252;253
369;0;1;248;253
370;0;1;181;252
371;0;1;253;255
372;0;1;254;255
373;0;1;254;256
374;0;1;249;256
375;0;1;255;257
376;0;1;182;257
377;0;1;259;261
378;0;1;260;261
379;0;1;258;260
380;0;1;256;258
381;0;1;254;259
382;0;1;257;262
383;0;1;262;263
384;0;1;259;263
385;0;1;190;262
386;0;1;261;264
387;0;1;263;265
