Id;Marker;Active;Origin;End
0;0;1;1;3
1;0;1;3;4
2;0;1;2;4
3;8;1;0;2
4;5;1;0;1
5;0;1;5;6
6;0;1;6;7
7;0;1;3;7
8;5;1;1;5
9;0;1;4;9
10;0;1;9;10
11;0;1;8;10
12;8;1;2;8
13;0;1;7;11
14;0;1;9;11
15;0;1;6;12
16;5;1;5;13
17;0;1;13;14
18;0;1;12;14
19;0;1;15;16
20;0;1;11;16
21;0;1;12;15
22;0;1;17;19
23;0;1;18;19
24;0;1;15;18
25;0;1;14;17
26;5;1;13;20
27;0;1;20;21
28;0;1;17;21
29;0;1;21;22
30;0;1;22;23
31;0;1;23;24
32;0;1;19;24
33;0;1;25;26
34;0;1;22;26
35;5;1;20;25
36;0;1;27;28
37;0;1;28;29
38;0;1;26;29
39;5;1;25;27
40;0;1;23;30
41;0;1;29;31
42;0;1;30;31
43;0;1;28;32
44;5;1;27;34
45;0;1;33;34
46;0;1;32;33
47;0;1;35;36
48;0;1;31;36
49;0;1;32;35
50;0;1;35;37
51;0;1;33;39
52;0;1;38;39
53;0;1;37;38
54;6;1;41;42
55;0;1;42;43
56;0;1;43;44
57;0;1;40;44
58;5;1;40;41
59;0;1;39;44
60;5;1;34;40
61;6;1;42;45
62;0;1;45;46
63;0;1;46;47
64;0;1;43;47
65;0;1;38;47
66;0;1;48;49
67;0;1;49;50
68;8;1;8;50
69;0;1;10;48
70;0;1;51;54
71;0;1;53;54
72;0;1;52;53
73;0;1;49;52
74;0;1;48;51
75;0;1;16;51
76;0;1;18;55
77;0;1;55;56
78;0;1;54;56
79;0;1;57;58
80;0;1;58;59
81;0;1;56;59
82;0;1;55;57
83;0;1;24;60
84;0;1;57;60
85;0;1;60;63
86;0;1;62;63
87;0;1;61;62
88;0;1;58;61
89;0;1;63;64
90;0;1;30;64
91;0;1;36;65
92;0;1;65;66
93;0;1;64;66
94;0;1;66;68
95;0;1;67;68
96;0;1;62;67
97;0;1;65;69
98;0;1;37;71
99;0;1;70;71
100;0;1;69;70
101;0;1;68;72
102;0;1;69;72
103;0;1;74;75
104;0;1;73;75
105;0;1;46;73
106;6;1;45;74
107;0;1;71;73
108;0;1;76;77
109;0;1;70;77
110;0;1;75;76
111;0;1;78;79
112;8;1;50;79
113;0;1;52;78
114;0;1;53;82
115;0;1;81;82
116;0;1;80;81
117;0;1;78;80
118;0;1;59;83
119;0;1;82;83
120;0;1;84;86
121;0;1;83;86
122;0;1;61;85
123;0;1;84;85
124;0;1;88;89
125;0;1;89;90
126;0;1;87;90
127;0;1;67;87
128;0;1;72;88
129;0;1;91;92
130;0;1;92;93
131;0;1;87;93
132;0;1;90;91
133;0;1;85;93
134;0;1;77;94
135;0;1;88;94
136;6;1;74;96
137;0;1;95;96
138;0;1;76;95
139;0;1;97;98
140;0;1;94;98
141;0;1;95;97
142;0;1;100;102
143;0;1;102;103
144;0;1;101;103
145;8;1;99;101
146;0;1;99;100
147;8;1;79;99
148;0;1;80;100
149;0;1;104;105
150;0;1;102;105
151;0;1;81;104
152;0;1;106;108
153;0;1;108;109
154;0;1;107;109
155;0;1;105;107
156;0;1;104;106
157;0;1;86;106
158;0;1;110;111
159;0;1;108;111
160;0;1;84;110
161;0;1;112;116
162;0;1;114;116
163;0;1;114;115
164;0;1;113;115
165;0;1;111;113
166;0;1;110;112
167;0;1;92;112
168;0;1;117;120
169;0;1;119;120
170;0;1;118;119
171;0;1;91;118
172;0;1;89;117
173;0;1;116;118
174;0;1;98;121
175;0;1;117;121
176;0;1;120;122
177;0;1;121;124
178;0;1;123;124
179;0;1;122;123
180;6;1;96;126
181;0;1;125;126
182;0;1;97;125
183;6;1;126;127
184;0;1;127;128
185;0;1;128;129
186;0;1;125;129
187;0;1;124;129
188;0;1;130;132
189;0;1;131;132
190;8;1;101;131
191;0;1;103;130
192;0;1;133;134
193;0;1;132;134
194;0;1;130;136
195;0;1;135;136
196;0;1;133;135
197;0;1;107;136
198;0;1;137;139
199;0;1;135;139
200;0;1;109;138
201;0;1;137;138
202;0;1;113;138
203;0;1;115;141
204;0;1;140;141
205;0;1;137;140
206;0;1;143;147
207;0;1;142;147
208;0;1;142;145
209;0;1;145;146
210;0;1;144;146
211;0;1;143;144
212;0;1;147;148
213;0;1;141;148
214;0;1;114;142
215;0;1;119;145
216;0;1;123;150
217;0;1;149;150
218;0;1;149;151
219;0;1;144;151
220;0;1;122;146
221;0;1;153;154
222;0;1;152;154
223;0;1;128;152
224;6;1;127;153
225;0;1;150;152
226;0;1;154;155
227;0;1;155;156
228;0;1;149;156
229;8;1;157;158
230;0;1;157;160
231;0;1;160;161
232;0;1;159;161
233;7;1;158;159
234;8;1;131;157
235;0;1;134;160
236;0;1;161;163
237;0;1;163;164
238;0;1;162;164
239;7;1;159;162
240;0;1;133;163
241;0;1;164;165
242;0;1;165;167
243;0;1;166;167
244;7;1;162;166
245;0;1;167;168
246;0;1;139;165
247;0;1;140;168
248;7;1;166;169
249;0;1;168;170
250;0;1;169;170
251;0;1;170;171
252;0;1;148;171
253;0;1;172;173
254;0;1;172;175
255;0;1;175;176
256;0;1;174;176
257;7;1;173;174
258;7;1;169;173
259;0;1;171;172
260;0;1;143;175
261;0;1;176;177
262;0;1;177;178
263;0;1;178;179
264;7;1;174;179
265;0;1;151;177
266;0;1;156;180
267;0;1;178;180
268;6;1;181;183
269;7;1;182;183
270;0;1;182;184
271;0;1;184;185
272;0;1;181;185
273;6;1;153;181
274;0;1;155;185
275;0;1;180;184
276;7;1;179;182
