Id;Num2DNeighbours;2DNeighbours;Num3DNeighbours;3DNeighbours
0;2;1;0;0
1;2;11;0;0
2;2;0;6;0
3;2;0;4294967295;0
4;2;4294967295;0;0
5;2;2;1;0
6;2;7;1;0
7;2;1;11;0
8;2;4294967295;1;0
9;2;3;2;0
10;2;8;2;0
11;2;2;7;0
12;2;4294967295;2;0
13;2;16;3;0
14;2;19;3;0
15;2;3;8;0
16;2;4294967295;3;0
17;2;4294967295;4;0
18;2;4;5;0
19;2;9;4;0
20;2;92;4;0
21;2;4;88;0
22;2;4294967295;5;0
23;2;5;6;0
24;2;10;5;0
25;2;5;9;0
26;2;6;4294967295;0
27;2;11;6;0
28;2;6;10;0
29;2;8;7;0
30;2;7;14;0
31;2;10;7;0
32;2;7;11;0
33;2;19;8;0
34;2;8;12;0
35;2;8;14;0
36;2;14;9;0
37;2;9;13;0
38;2;9;92;0
39;2;10;9;0
40;2;11;10;0
41;2;14;10;0
42;2;26;12;0
43;2;12;15;0
44;2;12;14;0
45;2;19;12;0
46;2;12;23;0
47;2;15;13;0
48;2;13;99;0
49;2;95;13;0
50;2;13;92;0
51;2;14;13;0
52;2;15;14;0
53;2;26;15;0
54;2;15;99;0
55;2;17;16;0
56;2;20;16;0
57;2;16;19;0
58;2;4294967295;16;0
59;2;18;17;0
60;2;21;17;0
61;2;17;20;0
62;2;4294967295;17;0
63;2;4294967295;18;0
64;2;30;18;0
65;2;18;22;0
66;2;18;21;0
67;2;20;19;0
68;2;19;23;0
69;2;21;20;0
70;2;20;24;0
71;2;20;23;0
72;2;22;21;0
73;2;25;21;0
74;2;21;24;0
75;2;30;22;0
76;2;34;22;0
77;2;22;37;0
78;2;22;25;0
79;2;24;23;0
80;2;23;27;0
81;2;23;26;0
82;2;25;24;0
83;2;28;24;0
84;2;24;27;0
85;2;37;25;0
86;2;25;29;0
87;2;25;28;0
88;2;27;26;0
89;2;26;104;0
90;2;26;99;0
91;2;28;27;0
92;2;27;100;0
93;2;27;104;0
94;2;29;28;0
95;2;28;101;0
96;2;28;100;0
97;2;115;29;0
98;2;29;101;0
99;2;37;29;0
100;2;29;41;0
101;2;31;30;0
102;2;30;34;0
103;2;4294967295;30;0
104;2;32;31;0
105;2;35;31;0
106;2;31;34;0
107;2;4294967295;31;0
108;2;33;32;0
109;2;36;32;0
110;2;32;35;0
111;2;4294967295;32;0
112;2;44;33;0
113;2;47;33;0
114;2;33;36;0
115;2;4294967295;33;0
116;2;35;34;0
117;2;38;34;0
118;2;34;37;0
119;2;35;38;0
120;2;36;35;0
121;2;35;39;0
122;2;47;36;0
123;2;40;36;0
124;2;36;39;0
125;2;38;37;0
126;2;37;41;0
127;2;39;38;0
128;2;38;42;0
129;2;38;41;0
130;2;40;39;0
131;2;43;39;0
132;2;39;42;0
133;2;47;40;0
134;2;40;50;0
135;2;40;53;0
136;2;40;43;0
137;2;41;115;0
138;2;42;41;0
139;2;41;116;0
140;2;43;42;0
141;2;117;42;0
142;2;42;116;0
143;2;53;43;0
144;2;43;118;0
