Id;Marker;Active;X;Y;Z
0;0;1;3.8507692307692250e-02;0.0000000000000000e+00;0.0000000000000000e+00
1;0;1;3.8507692307692250e-02;3.3503831930711769e-02;0.0000000000000000e+00
2;0;1;3.1983507004484324e-02;3.8507692307692167e-02;0.0000000000000000e+00
3;0;1;-6.7762635780344027e-21;3.8507692307692167e-02;0.0000000000000000e+00
4;0;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
5;0;1;1.1542307692307692e-01;0.0000000000000000e+00;0.0000000000000000e+00
6;0;1;1.1542307692307692e-01;1.5792395296729541e-02;0.0000000000000000e+00
7;0;1;8.6772483032472605e-02;4.3317512440520123e-02;0.0000000000000000e+00
8;0;1;3.8507692307692250e-02;3.3503831930711769e-02;0.0000000000000000e+00
9;0;1;3.8507692307692250e-02;0.0000000000000000e+00;0.0000000000000000e+00
10;0;1;1.9233846153846140e-01;0.0000000000000000e+00;0.0000000000000000e+00
11;0;1;1.9233846153846143e-01;2.1897634784023817e-02;0.0000000000000000e+00
12;0;1;1.6553844765910736e-01;3.7986196372129362e-02;0.0000000000000000e+00
13;0;1;1.1542307692307692e-01;1.5792395296729541e-02;0.0000000000000000e+00
14;0;1;1.1542307692307692e-01;0.0000000000000000e+00;0.0000000000000000e+00
15;0;1;2.7492007719239080e-02;1.9233846153846115e-01;0.0000000000000000e+00
16;0;1;0.0000000000000000e+00;1.9233846153846115e-01;0.0000000000000000e+00
17;0;1;0.0000000000000000e+00;1.1542307692307666e-01;0.0000000000000000e+00
18;0;1;2.9005146990510284e-02;1.1542307692307671e-01;0.0000000000000000e+00
19;0;1;4.4098508268213613e-02;1.2773027048849911e-01;0.0000000000000000e+00
20;0;1;1.1542307692307692e-01;1.5792395296729541e-02;0.0000000000000000e+00
21;0;1;1.6553844765910736e-01;3.7986196372129362e-02;0.0000000000000000e+00
22;0;1;1.5627250494609035e-01;9.0583248007274908e-02;0.0000000000000000e+00
23;0;1;1.0579575712371629e-01;9.6776561019450369e-02;0.0000000000000000e+00
24;0;1;8.6772483032472605e-02;4.3317512440520123e-02;0.0000000000000000e+00
25;0;1;2.6925384615384618e-01;0.0000000000000000e+00;0.0000000000000000e+00
26;0;1;2.6925384615384618e-01;2.3786570692101959e-02;0.0000000000000000e+00
27;0;1;2.3227235106689029e-01;4.4419519489583857e-02;0.0000000000000000e+00
28;0;1;1.9233846153846143e-01;2.1897634784023817e-02;0.0000000000000000e+00
29;0;1;1.9233846153846140e-01;0.0000000000000000e+00;0.0000000000000000e+00
30;0;1;3.4616923076923067e-01;0.0000000000000000e+00;0.0000000000000000e+00
31;0;1;3.4616923076923067e-01;2.3786570692101980e-02;0.0000000000000000e+00
32;0;1;3.0771153846153820e-01;4.5243128746019483e-02;0.0000000000000000e+00
33;0;1;2.6925384615384618e-01;2.3786570692101959e-02;0.0000000000000000e+00
34;0;1;2.6925384615384618e-01;0.0000000000000000e+00;0.0000000000000000e+00
35;0;1;4.2308461538461539e-01;0.0000000000000000e+00;0.0000000000000000e+00
36;0;1;4.2308461538461539e-01;2.3786570692101956e-02;0.0000000000000000e+00
37;0;1;3.8462692307692292e-01;4.5243128746019413e-02;0.0000000000000000e+00
38;0;1;3.4616923076923067e-01;2.3786570692101980e-02;0.0000000000000000e+00
39;0;1;3.4616923076923067e-01;0.0000000000000000e+00;0.0000000000000000e+00
40;0;1;4.2308461538461539e-01;2.3786570692101956e-02;0.0000000000000000e+00
41;0;1;4.2308461538461539e-01;0.0000000000000000e+00;0.0000000000000000e+00
42;0;1;4.9999999999999994e-01;0.0000000000000000e+00;0.0000000000000000e+00
43;0;1;4.9999999999999994e-01;2.3786570692102004e-02;0.0000000000000000e+00
44;0;1;4.6154230769230747e-01;4.5243128746019511e-02;0.0000000000000000e+00
45;0;1;5.7691538461538450e-01;6.7762635780344027e-21;0.0000000000000000e+00
46;0;1;5.7691538461538450e-01;2.3786570692102105e-02;0.0000000000000000e+00
47;0;1;5.3845769230769225e-01;4.5243128746019476e-02;0.0000000000000000e+00
48;0;1;4.9999999999999994e-01;2.3786570692102004e-02;0.0000000000000000e+00
49;0;1;4.9999999999999994e-01;0.0000000000000000e+00;0.0000000000000000e+00
50;0;1;5.7691538461538450e-01;2.3786570692102105e-02;0.0000000000000000e+00
51;0;1;5.7691538461538450e-01;6.7762635780344027e-21;0.0000000000000000e+00
52;0;1;6.5383076923076910e-01;0.0000000000000000e+00;0.0000000000000000e+00
53;0;1;6.5383076923076922e-01;2.3786570692101994e-02;0.0000000000000000e+00
54;0;1;6.1537307692307675e-01;4.5243128746019497e-02;0.0000000000000000e+00
55;0;1;7.3074615384615382e-01;0.0000000000000000e+00;0.0000000000000000e+00
56;0;1;7.3074615384615382e-01;2.3786570692101890e-02;0.0000000000000000e+00
57;0;1;6.9228846153846146e-01;4.5243128746019476e-02;0.0000000000000000e+00
58;0;1;6.5383076923076922e-01;2.3786570692101994e-02;0.0000000000000000e+00
59;0;1;6.5383076923076910e-01;0.0000000000000000e+00;0.0000000000000000e+00
60;0;1;7.3074615384615382e-01;2.3786570692101890e-02;0.0000000000000000e+00
61;0;1;7.3074615384615382e-01;0.0000000000000000e+00;0.0000000000000000e+00
62;0;1;8.0766153846153843e-01;0.0000000000000000e+00;0.0000000000000000e+00
63;0;1;8.0766153846153843e-01;2.1166816297328868e-02;0.0000000000000000e+00
64;0;1;7.6634285580345629e-01;4.3646906979677026e-02;0.0000000000000000e+00
65;0;1;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
66;0;1;1.0000000000000000e+00;3.8507692307692250e-02;0.0000000000000000e+00
67;0;1;9.6802382200140347e-01;3.8507692307692243e-02;0.0000000000000000e+00
68;0;1;9.6149230769230776e-01;3.3499729797821648e-02;0.0000000000000000e+00
69;0;1;9.6149230769230776e-01;6.7762635780344027e-21;0.0000000000000000e+00
70;0;1;8.8457692307692315e-01;0.0000000000000000e+00;0.0000000000000000e+00
71;0;1;8.8457692307692315e-01;1.5845084284397053e-02;0.0000000000000000e+00
72;0;1;8.3418076461042590e-01;3.8178819553041005e-02;0.0000000000000000e+00
73;0;1;8.0766153846153843e-01;2.1166816297328868e-02;0.0000000000000000e+00
74;0;1;8.0766153846153843e-01;0.0000000000000000e+00;0.0000000000000000e+00
75;0;1;9.6149230769230776e-01;6.7762635780344027e-21;0.0000000000000000e+00
76;0;1;9.6149230769230776e-01;3.3499729797821648e-02;0.0000000000000000e+00
77;0;1;9.1325539050949645e-01;4.3318149517768474e-02;0.0000000000000000e+00
78;0;1;8.8457692307692315e-01;1.5845084284397053e-02;0.0000000000000000e+00
79;0;1;8.8457692307692315e-01;0.0000000000000000e+00;0.0000000000000000e+00
80;0;1;1.0000000000000000e+00;1.9233846153846140e-01;0.0000000000000000e+00
81;0;1;9.7275925799079732e-01;1.9233846153846140e-01;0.0000000000000000e+00
82;0;1;9.5629868180154376e-01;1.2741128146025216e-01;0.0000000000000000e+00
83;0;1;9.7100477298250465e-01;1.1542307692307686e-01;0.0000000000000000e+00
84;0;1;1.0000000000000000e+00;1.1542307692307692e-01;0.0000000000000000e+00
85;0;1;8.9337429054982498e-01;9.9369254652436761e-02;0.0000000000000000e+00
86;0;1;8.4234331336223656e-01;9.2107134561194071e-02;0.0000000000000000e+00
87;0;1;8.3418076461042590e-01;3.8178819553041005e-02;0.0000000000000000e+00
88;0;1;8.8457692307692315e-01;1.5845084284397053e-02;0.0000000000000000e+00
89;0;1;9.1325539050949645e-01;4.3318149517768474e-02;0.0000000000000000e+00
90;0;1;2.4559561084868790e-02;2.6925384615384562e-01;0.0000000000000000e+00
91;0;1;4.8130239846405784e-02;3.0253682077952343e-01;0.0000000000000000e+00
92;0;1;2.3786570692102008e-02;3.4616923076923034e-01;0.0000000000000000e+00
93;0;1;0.0000000000000000e+00;3.4616923076923029e-01;0.0000000000000000e+00
94;0;1;0.0000000000000000e+00;2.6925384615384562e-01;0.0000000000000000e+00
95;0;1;4.6642048005380861e-02;2.1510017037099574e-01;0.0000000000000000e+00
96;0;1;2.4559561084868790e-02;2.6925384615384562e-01;0.0000000000000000e+00
97;0;1;0.0000000000000000e+00;2.6925384615384562e-01;0.0000000000000000e+00
98;0;1;0.0000000000000000e+00;1.9233846153846115e-01;0.0000000000000000e+00
99;0;1;2.7492007719239080e-02;1.9233846153846115e-01;0.0000000000000000e+00
100;0;1;2.3102437409099677e-01;2.3102437409099680e-01;0.0000000000000000e+00
101;0;1;1.7830519176058607e-01;2.3579678750286140e-01;0.0000000000000000e+00
102;0;1;1.5490766809683162e-01;1.7846750675701417e-01;0.0000000000000000e+00
103;0;1;1.8393825530593061e-01;1.5151671849557333e-01;0.0000000000000000e+00
104;0;1;2.3826269834181338e-01;1.7610708741121830e-01;0.0000000000000000e+00
105;0;1;7.7277236914479608e-01;2.3138670619756840e-01;0.0000000000000000e+00
106;0;1;7.6196818390004084e-01;1.8014732343485643e-01;0.0000000000000000e+00
107;0;1;8.1449433352279599e-01;1.5295674225559872e-01;0.0000000000000000e+00
108;0;1;8.4546722397765994e-01;1.8163835967474068e-01;0.0000000000000000e+00
109;0;1;8.2283319248790376e-01;2.3668306200977682e-01;0.0000000000000000e+00
110;0;1;1.0000000000000000e+00;1.9233846153846140e-01;0.0000000000000000e+00
111;0;1;1.0000000000000000e+00;2.6925384615384618e-01;0.0000000000000000e+00
112;0;1;9.7597802196946626e-01;2.6925384615384618e-01;0.0000000000000000e+00
113;0;1;9.5343390716283660e-01;2.1495559207475406e-01;0.0000000000000000e+00
114;0;1;9.7275925799079732e-01;1.9233846153846140e-01;0.0000000000000000e+00
115;0;1;1.0000000000000000e+00;2.6925384615384618e-01;0.0000000000000000e+00
116;0;1;1.0000000000000000e+00;3.4616923076923067e-01;0.0000000000000000e+00
117;0;1;9.7621342930789801e-01;3.4616923076923067e-01;0.0000000000000000e+00
118;0;1;9.5202512294086628e-01;3.0281528549198899e-01;0.0000000000000000e+00
119;0;1;9.7597802196946626e-01;2.6925384615384618e-01;0.0000000000000000e+00
120;0;1;2.3786570692102067e-02;4.9999999999999967e-01;0.0000000000000000e+00
121;0;1;6.7762635780344027e-21;4.9999999999999967e-01;0.0000000000000000e+00
