Id;Marker;Active;X;Y;Z
0;1;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
1;0;1;3.6652344226021087e-02;1.0004000000000011e-01;0.0000000000000000e+00
2;8;1;0.0000000000000000e+00;1.0004000000000011e-01;0.0000000000000000e+00
3;5;1;1.0003999999999999e-01;0.0000000000000000e+00;0.0000000000000000e+00
4;0;1;1.0003999999999999e-01;3.6652344226021261e-02;0.0000000000000000e+00
5;0;1;2.2592487425555616e-01;9.5071043470672439e-02;0.0000000000000000e+00
6;0;1;2.1184601228563249e-01;2.0558301059673442e-01;0.0000000000000000e+00
7;0;1;9.7517476202514428e-02;2.3119662595158197e-01;0.0000000000000000e+00
8;5;1;3.0001999999999995e-01;0.0000000000000000e+00;0.0000000000000000e+00
9;0;1;3.0002000000000001e-01;4.7176970610880345e-02;0.0000000000000000e+00
10;0;1;4.0325047373475098e-01;1.1139887885092828e-01;0.0000000000000000e+00
11;0;1;3.9101406206151679e-01;2.2797164472587089e-01;0.0000000000000000e+00
12;0;1;2.8429784536629743e-01;2.7109499474708454e-01;0.0000000000000000e+00
13;5;1;5.0000000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
14;0;1;5.0000000000000000e-01;6.0902615267609810e-02;0.0000000000000000e+00
15;5;1;6.9997999999999994e-01;-6.7762635780344027e-21;0.0000000000000000e+00
16;0;1;6.9997999999999994e-01;5.1942914679581779e-02;0.0000000000000000e+00
17;0;1;5.8366971621873853e-01;1.1140438504670072e-01;0.0000000000000000e+00
18;5;1;8.9995999999999998e-01;0.0000000000000000e+00;0.0000000000000000e+00
19;0;1;8.9995999999999998e-01;3.7307408311812271e-02;0.0000000000000000e+00
20;0;1;7.6504058801471497e-01;9.8339898989746904e-02;0.0000000000000000e+00
21;0;1;7.0164097225802624e-01;2.9303985304713986e-01;0.0000000000000000e+00
22;0;1;7.8218394906069899e-01;2.1429486689655730e-01;0.0000000000000000e+00
23;0;1;5.9422529563912441e-01;2.5175620974584156e-01;0.0000000000000000e+00
24;2;1;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
25;6;1;1.0000000000000000e+00;1.0004000000000000e-01;0.0000000000000000e+00
26;0;1;9.6220437861717900e-01;1.0004000000000000e-01;0.0000000000000000e+00
27;0;1;9.0055157493127180e-01;2.3505860060902889e-01;0.0000000000000000e+00
28;8;1;0.0000000000000000e+00;3.0002000000000018e-01;0.0000000000000000e+00
29;0;1;5.7783872172233457e-02;3.0002000000000018e-01;0.0000000000000000e+00
30;0;1;1.2441746182217571e-01;4.1543737973660366e-01;0.0000000000000000e+00
31;0;1;2.6099379084526098e-01;3.8796038262142213e-01;0.0000000000000000e+00
32;0;1;4.9739623013629553e-01;3.0447361258207956e-01;0.0000000000000000e+00
33;0;1;7.3021228911144009e-01;3.9704336638926602e-01;0.0000000000000000e+00
34;0;1;9.4437835791382407e-01;3.0001999999999995e-01;0.0000000000000000e+00
35;0;1;8.8463564430018993e-01;4.1762665839258145e-01;0.0000000000000000e+00
36;6;1;1.0000000000000000e+00;3.0001999999999995e-01;0.0000000000000000e+00
37;8;1;0.0000000000000000e+00;5.0000000000000000e-01;0.0000000000000000e+00
38;0;1;8.3729156518399225e-02;5.0000000000000000e-01;0.0000000000000000e+00
39;0;1;4.8258162966774537e-01;3.9537197091532600e-01;0.0000000000000000e+00
40;0;1;3.2444672804502234e-01;4.5105959479452629e-01;0.0000000000000000e+00
41;0;1;5.6308488338661355e-01;5.0076865074987209e-01;0.0000000000000000e+00
42;0;1;6.6620295215844705e-01;5.0060023868150216e-01;0.0000000000000000e+00
43;6;1;1.0000000000000000e+00;5.0000000000000000e-01;0.0000000000000000e+00
44;0;1;9.2847801106486361e-01;5.0000000000000000e-01;0.0000000000000000e+00
45;8;1;0.0000000000000000e+00;6.9998000000000005e-01;0.0000000000000000e+00
46;0;1;4.4174879539931815e-02;6.9998000000000005e-01;0.0000000000000000e+00
47;0;1;1.2133135693417864e-01;5.8297138305209728e-01;0.0000000000000000e+00
48;0;1;2.5612162241585978e-01;6.2420455923215490e-01;0.0000000000000000e+00
49;0;1;3.2336706543680771e-01;5.6133429302208271e-01;0.0000000000000000e+00
50;0;1;4.8083107874853248e-01;6.1676131700099224e-01;0.0000000000000000e+00
51;0;1;7.3150689364365762e-01;6.1081724935278414e-01;0.0000000000000000e+00
52;0;1;6.9858194311398680e-01;7.0864478486565530e-01;0.0000000000000000e+00
53;0;1;5.9181127180857185e-01;7.4839281894844389e-01;0.0000000000000000e+00
54;0;1;4.9888799975589926e-01;6.9883873538296548e-01;0.0000000000000000e+00
55;0;1;8.8143152381578538e-01;5.9469376583122469e-01;0.0000000000000000e+00
56;6;1;1.0000000000000000e+00;6.9997999999999994e-01;0.0000000000000000e+00
57;0;1;9.4221612782776665e-01;6.9997999999999994e-01;0.0000000000000000e+00
58;0;1;3.6652344226021143e-02;8.9995999999999998e-01;0.0000000000000000e+00
59;8;1;0.0000000000000000e+00;8.9995999999999998e-01;0.0000000000000000e+00
60;0;1;9.3744265445518532e-02;7.7693416380967129e-01;0.0000000000000000e+00
61;0;1;2.0740076319193335e-01;7.8871939231150856e-01;0.0000000000000000e+00
62;0;1;2.6829837297106657e-01;7.2430111225524751e-01;0.0000000000000000e+00
63;0;1;3.9939204868434908e-01;8.8704449485705972e-01;0.0000000000000000e+00
64;0;1;5.0000000000000011e-01;9.4148509396935087e-01;0.0000000000000000e+00
65;0;1;3.9308888169322720e-01;7.8264363513490043e-01;0.0000000000000000e+00
66;0;1;5.8416386226157546e-01;8.9038042058328770e-01;0.0000000000000000e+00
67;0;1;7.7995769851880314e-01;7.9625324661414820e-01;0.0000000000000000e+00
68;0;1;9.0248252379748561e-01;7.6880337404841814e-01;0.0000000000000000e+00
