Id;Num2DNeighbours;2DNeighbours;Num3DNeighbours;3DNeighbours
0;2;10;0;0
1;2;0;4294967295;0
2;2;4294967295;0;0
3;2;2;0;0
4;2;0;1;0
5;2;3;1;0
6;2;11;1;0
7;2;1;10;0
8;2;2;1;0
9;2;4294967295;2;0
10;2;4;2;0
11;2;2;3;0
12;2;12;3;0
13;2;16;3;0
14;2;3;11;0
15;2;4;3;0
16;2;5;4;0
17;2;4;12;0
18;2;4294967295;4;0
19;2;6;5;0
20;2;7;5;0
21;2;5;12;0
22;2;4294967295;5;0
23;2;8;6;0
24;2;9;6;0
25;2;6;7;0
26;2;4294967295;6;0
27;2;17;7;0
28;2;7;12;0
29;2;9;7;0
30;2;7;13;0
31;2;4294967295;8;0
32;2;14;8;0
33;2;8;9;0
34;2;4294967295;8;0
35;2;9;13;0
36;2;14;9;0
37;2;11;10;0
38;2;10;15;0
39;2;10;4294967295;0
40;2;16;11;0
41;2;11;20;0
42;2;11;15;0
43;2;17;12;0
44;2;12;16;0
45;2;13;17;0
46;2;14;13;0
47;2;18;13;0
48;2;13;23;0
49;2;4294967295;14;0
50;2;14;18;0
51;2;20;15;0
52;2;15;19;0
53;2;15;4294967295;0
54;2;21;16;0
55;2;16;20;0
56;2;17;16;0
57;2;17;21;0
58;2;23;17;0
59;2;17;22;0
60;2;4294967295;18;0
61;2;24;18;0
62;2;18;23;0
63;2;19;4294967295;0
64;2;20;19;0
65;2;19;26;0
66;2;19;25;0
67;2;21;20;0
68;2;20;28;0
69;2;20;26;0
70;2;22;21;0
71;2;21;28;0
72;2;29;22;0
73;2;38;22;0
74;2;27;22;0
75;2;22;28;0
76;2;23;22;0
77;2;24;23;0
78;2;23;29;0
79;2;4294967295;24;0
80;2;30;24;0
81;2;24;29;0
82;2;31;25;0
83;2;25;4294967295;0
84;2;26;25;0
85;2;25;32;0
86;2;26;32;0
87;2;28;26;0
88;2;26;34;0
89;2;38;27;0
90;2;27;36;0
91;2;27;35;0
92;2;34;27;0
93;2;27;28;0
94;2;28;34;0
95;2;30;29;0
96;2;29;40;0
97;2;29;38;0
98;2;4294967295;30;0
99;2;30;39;0
100;2;30;40;0
101;2;4294967295;31;0
102;2;31;4294967295;0
103;2;32;31;0
104;2;31;33;0
105;2;32;33;0
106;2;34;32;0
107;2;33;4294967295;0
108;2;34;33;0
109;2;33;35;0
110;2;35;34;0
111;2;36;35;0
112;2;35;4294967295;0
113;2;37;36;0
114;2;36;4294967295;0
115;2;38;36;0
116;2;40;37;0
117;2;37;39;0
118;2;37;4294967295;0
119;2;38;37;0
120;2;40;38;0
121;2;39;4294967295;0
122;2;39;40;0
123;2;4294967295;39;0
