Id;Marker;Active;X;Y;Z
0;1;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
1;5;1;2.2222222222222223e-02;0.0000000000000000e+00;0.0000000000000000e+00
2;5;1;4.4444444444444446e-02;0.0000000000000000e+00;0.0000000000000000e+00
3;5;1;6.6666666666666666e-02;0.0000000000000000e+00;0.0000000000000000e+00
4;5;1;8.8888888888888892e-02;0.0000000000000000e+00;0.0000000000000000e+00
5;5;1;1.1111111111111112e-01;0.0000000000000000e+00;0.0000000000000000e+00
6;5;1;1.3333333333333333e-01;0.0000000000000000e+00;0.0000000000000000e+00
7;5;1;1.5555555555555556e-01;0.0000000000000000e+00;0.0000000000000000e+00
8;5;1;1.7777777777777778e-01;0.0000000000000000e+00;0.0000000000000000e+00
9;5;1;2.0000000000000001e-01;0.0000000000000000e+00;0.0000000000000000e+00
10;5;1;2.2222222222222224e-01;0.0000000000000000e+00;0.0000000000000000e+00
11;5;1;2.4444444444444446e-01;0.0000000000000000e+00;0.0000000000000000e+00
12;5;1;2.6666666666666666e-01;0.0000000000000000e+00;0.0000000000000000e+00
13;5;1;2.8888888888888892e-01;0.0000000000000000e+00;0.0000000000000000e+00
14;5;1;3.1111111111111112e-01;0.0000000000000000e+00;0.0000000000000000e+00
15;5;1;3.3333333333333337e-01;0.0000000000000000e+00;0.0000000000000000e+00
16;5;1;3.5555555555555557e-01;0.0000000000000000e+00;0.0000000000000000e+00
17;5;1;3.7777777777777777e-01;0.0000000000000000e+00;0.0000000000000000e+00
18;5;1;4.0000000000000002e-01;0.0000000000000000e+00;0.0000000000000000e+00
19;5;1;4.2222222222222222e-01;0.0000000000000000e+00;0.0000000000000000e+00
20;5;1;4.4444444444444448e-01;0.0000000000000000e+00;0.0000000000000000e+00
21;5;1;4.6666666666666667e-01;0.0000000000000000e+00;0.0000000000000000e+00
22;5;1;4.8888888888888893e-01;0.0000000000000000e+00;0.0000000000000000e+00
23;5;1;5.1111111111111118e-01;0.0000000000000000e+00;0.0000000000000000e+00
24;5;1;5.3333333333333333e-01;0.0000000000000000e+00;0.0000000000000000e+00
25;5;1;5.5555555555555558e-01;0.0000000000000000e+00;0.0000000000000000e+00
