Id;Marker;Active;X;Y;Z
0;1;1;0.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
1;5;1;6.2500000000000000e-02;0.0000000000000000e+00;0.0000000000000000e+00
2;5;1;1.2500000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
3;5;1;1.8750000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
4;5;1;2.5000000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
5;5;1;3.1250000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
6;5;1;3.7500000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
7;5;1;4.3750000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
8;5;1;5.0000000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
9;5;1;5.6250000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
10;5;1;6.2500000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
11;5;1;6.8750000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
12;5;1;7.5000000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
13;5;1;8.1250000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
14;5;1;8.7500000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
15;5;1;9.3750000000000000e-01;0.0000000000000000e+00;0.0000000000000000e+00
16;2;1;1.0000000000000000e+00;0.0000000000000000e+00;0.0000000000000000e+00
17;8;1;0.0000000000000000e+00;6.2500000000000000e-02;0.0000000000000000e+00
18;0;1;6.2500000000000000e-02;6.2500000000000000e-02;0.0000000000000000e+00
19;0;1;1.2500000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
20;0;1;1.8750000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
21;0;1;2.5000000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
22;0;1;3.1250000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
23;0;1;3.7500000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
24;0;1;4.3750000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
25;0;1;5.0000000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
26;0;1;5.6250000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
27;0;1;6.2500000000000000e-01;6.2500000000000000e-02;0.0000000000000000e+00
