2.000000000000000000e+03;0.000000000000000000e+00;9.999990000000000000e+05
0.000000000000000000e+00;9.335417850647033111e-01;2.844755342986900359e+00
1.000000000000000000e+00;4.585951801233589364e+00;2.892771911981981248e+00
2.000000000000000000e+00;1.658081086545429628e+00;2.932096005999483168e+00
3.000000000000000000e+00;2.171327623715882726e+00;2.972271097009070218e+00
4.000000000000000000e+00;1.435114122951478555e+00;3.010278294968884438e+00
5.000000000000000000e+00;1.535162899885218701e+00;3.052605425997171551e+00
6.000000000000000000e+00;9.474464804564945997e-01;3.099597550986800343e+00
7.000000000000000000e+00;5.993093785317931133e-01;3.146788419981021434e+00
8.000000000000000000e+00;8.562640532104504043e-01;3.194720337982289493e+00
9.000000000000000000e+00;5.833095898906882626e-01;3.241392953961621970e+00
1.000000000000000000e+01;3.586584084460659461e-01;3.287539851968176663e+00
1.100000000000000000e+01;4.331719701818269042e-01;3.331107250007335097e+00
1.200000000000000000e+01;5.747810564116796472e-01;3.375009651994332671e+00
1.300000000000000000e+01;4.374822699874167942e-01;3.415965031017549336e+00
1.400000000000000000e+01;3.698409263866925256e-01;3.454776250000577420e+00
1.500000000000000000e+01;3.884362837813986058e-01;3.493167161999735981e+00
1.600000000000000000e+01;3.143042656157086223e-01;3.530694653978571296e+00
1.700000000000000000e+01;3.739004731273716797e-01;3.569943398993927985e+00
1.800000000000000000e+01;2.948739743455357498e-01;3.619148587982635945e+00
1.900000000000000000e+01;2.555261648838985100e-01;3.664316664973739535e+00
2.000000000000000000e+01;3.011719146246454315e-01;3.713427632988896221e+00
2.100000000000000000e+01;2.303281146657739087e-01;3.752818862965796143e+00
2.200000000000000000e+01;3.030012914420130987e-01;3.792389362002722919e+00
2.300000000000000000e+01;2.343591863804890540e-01;3.832430506008677185e+00
2.400000000000000000e+01;2.576370274412752570e-01;3.875264936010353267e+00
2.500000000000000000e+01;2.318937103559750579e-01;3.919551644998136908e+00
2.600000000000000000e+01;2.335786867675878342e-01;3.963815329014323652e+00
2.700000000000000000e+01;1.650706046705629482e-01;4.009714386018458754e+00
2.800000000000000000e+01;1.961201032492767282e-01;4.055805279000196606e+00
2.900000000000000000e+01;1.652131875622124546e-01;4.096104185970034450e+00
3.000000000000000000e+01;1.775766813460677163e-01;4.133351257012691349e+00
3.100000000000000000e+01;9.410735942711401236e-02;4.171187434985768050e+00
3.200000000000000000e+01;2.055001700308092261e-01;4.208441081980708987e+00
3.300000000000000000e+01;1.157500733903731871e-01;4.250420349999330938e+00
