Id;Marker;Active;X;Y;Z
0;0;1;4.9010815991563944e-01;4.5159228104623184e-01;0.0000000000000000e+00
1;0;1;5.3499684462781993e-01;4.6446290083764874e-01;0.0000000000000000e+00
2;0;1;5.4922503167632863e-01;4.8987968508016089e-01;0.0000000000000000e+00
3;0;1;5.3636334547599940e-01;5.3270554873243792e-01;0.0000000000000000e+00
4;0;1;5.0946610780991186e-01;5.4809806461150223e-01;0.0000000000000000e+00
5;0;1;4.6811482591701958e-01;5.3718858950664905e-01;0.0000000000000000e+00
6;0;1;4.5251203398556739e-01;5.1242190272177313e-01;0.0000000000000000e+00
7;0;1;4.6494434190143530e-01;4.6576323732649572e-01;0.0000000000000000e+00
8;0;1;2.9168749999999999e-01;7.0831250000000001e-01;0.0000000000000000e+00
9;0;1;2.2225000000000000e-01;5.0000000000000000e-01;0.0000000000000000e+00
10;0;1;2.9168749999999999e-01;2.9168749999999999e-01;0.0000000000000000e+00
11;0;1;5.0000000000000000e-01;2.2225000000000000e-01;0.0000000000000000e+00
12;0;1;7.0831250000000001e-01;2.9168749999999999e-01;0.0000000000000000e+00
13;0;1;7.7774999999999994e-01;5.0000000000000000e-01;0.0000000000000000e+00
14;0;1;7.0831250000000001e-01;7.0831250000000001e-01;0.0000000000000000e+00
15;0;1;5.0000000000000000e-01;7.7774999999999994e-01;0.0000000000000000e+00
