Id;Marker;Active;NumVertices;Vertices;NumEdges;Edges
0;0;1;8;0;1;2;3;4;5;6;7;8;0;1;2;3;4;5;6;7
1;0;1;8;8;9;10;11;12;13;14;15;8;8;9;10;11;12;13;14;15
