2.000000000000000000e+03;0.000000000000000000e+00;9.999990000000000000e+05
0.000000000000000000e+00;2.195138742390307041e+00;2.084454857045784593e+00
1.000000000000000000e+00;5.129792571100265874e+00;2.131962234969250858e+00
2.000000000000000000e+00;3.273315169101386424e+00;2.173944600974209607e+00
3.000000000000000000e+00;1.414980632490532075e+00;2.217262413003481925e+00
4.000000000000000000e+00;2.599727542205465536e+00;2.260195813025347888e+00
5.000000000000000000e+00;2.303329620183659276e+00;2.303879342041909695e+00
6.000000000000000000e+00;1.085759576551733385e+00;2.344718885025940835e+00
7.000000000000000000e+00;1.475221099865324792e+00;2.386913447990082204e+00
8.000000000000000000e+00;1.922053737663863560e+00;2.427055626059882343e+00
9.000000000000000000e+00;1.459386017673511393e+00;2.468474818975664675e+00
1.000000000000000000e+01;5.937066399705801523e-01;2.513402348966337740e+00
1.100000000000000000e+01;1.228118367037691172e+00;2.555920326965861022e+00
1.200000000000000000e+01;1.523744935506338383e+00;2.596150486031547189e+00
1.300000000000000000e+01;1.147459831966830546e+00;2.636348890024237335e+00
1.400000000000000000e+01;5.697923314538266837e-01;2.677625654032453895e+00
1.500000000000000000e+01;1.032717067171803782e+00;2.719549108995124698e+00
1.600000000000000000e+01;1.222254230602020986e+00;2.761579373036511242e+00
1.700000000000000000e+01;9.017252057387659114e-01;2.802827254985459149e+00
1.800000000000000000e+01;5.317631791320933665e-01;2.843539088033139706e+00
1.900000000000000000e+01;8.665816073060605973e-01;2.884329332038760185e+00
2.000000000000000000e+01;8.976351797786745745e-01;2.925587911973707378e+00
2.100000000000000000e+01;5.389781736714092109e-01;2.966933261021040380e+00
2.200000000000000000e+01;5.728355523242050218e-01;3.007165926042944193e+00
2.300000000000000000e+01;7.624481656879847913e-01;3.049287087051197886e+00
2.400000000000000000e+01;5.446061120736265249e-01;3.090431572054512799e+00
2.500000000000000000e+01;4.179372546044647363e-01;3.131514849956147373e+00
2.600000000000000000e+01;6.132187787358851505e-01;3.171758249052800238e+00
2.700000000000000000e+01;4.728412224058657354e-01;3.214961954043246806e+00
2.800000000000000000e+01;4.051489985124881454e-01;3.256047504022717476e+00
2.900000000000000000e+01;5.326906744634526403e-01;3.297557892045006156e+00
3.000000000000000000e+01;3.858137566756708603e-01;3.338628986035473645e+00
3.100000000000000000e+01;4.144899286385519410e-01;3.379118493990972638e+00
3.200000000000000000e+01;4.562105089994288876e-01;3.419861449976451695e+00
3.300000000000000000e+01;2.919781887232469897e-01;3.460037091979756951e+00
3.400000000000000000e+01;4.115452651863575895e-01;3.499876323970966041e+00
3.500000000000000000e+01;3.451334627823914314e-01;3.539760473999194801e+00
3.600000000000000000e+01;3.231203576485011664e-01;3.580772461020387709e+00
3.700000000000000000e+01;3.625414418601603517e-01;3.621591354953125119e+00
3.800000000000000000e+01;2.637936016390938221e-01;3.662845926010049880e+00
3.900000000000000000e+01;3.398412868654743790e-01;3.705270783044397831e+00
4.000000000000000000e+01;2.520673865692632520e-01;3.746320576989091933e+00
4.100000000000000000e+01;3.194662746533449837e-01;3.786298844963312149e+00
4.200000000000000000e+01;2.511278821010536344e-01;3.826751991990022361e+00
4.300000000000000000e+01;3.121030883386063937e-01;3.867554006050340831e+00
4.400000000000000000e+01;2.709488328069510898e-01;3.908764499006792903e+00
4.500000000000000000e+01;3.032786644332327586e-01;3.949616736965253949e+00
4.600000000000000000e+01;2.652186835586904934e-01;3.988935153000056744e+00
4.700000000000000000e+01;2.907612061823810490e-01;4.029443711973726749e+00
4.800000000000000000e+01;2.707650110872065197e-01;4.069471779977902770e+00
4.900000000000000000e+01;2.695697177127184263e-01;4.110549631994217634e+00
5.000000000000000000e+01;2.481301317644928894e-01;4.150215107016265392e+00
5.100000000000000000e+01;2.788385764660438193e-01;4.190085266018286347e+00
5.200000000000000000e+01;2.312053734833847407e-01;4.231454282999038696e+00
5.300000000000000000e+01;2.909935082983682864e-01;4.272073202999308705e+00
5.400000000000000000e+01;2.361732930491636240e-01;4.313420603983104229e+00
5.500000000000000000e+01;3.010370014229459823e-01;4.354287244030274451e+00
5.600000000000000000e+01;2.467314797644830360e-01;4.393202646053396165e+00
5.700000000000000000e+01;3.097053976509204221e-01;4.433324777055531740e+00
5.800000000000000000e+01;2.655689276257613418e-01;4.474533149972558022e+00
5.900000000000000000e+01;2.973786494158495164e-01;4.516781665035523474e+00
